Customer ID,1st Order Profit,Subsequent Order Profit,Subsequent Orders Count,Number of times visted,Total value of all promotions,Total Promotion Profit
16581,2,41,5,6,0,43
16582,7,0,0,1,0,6
16583,19,0,0,1,0,19
16584,14,37,3,4,0,51
16585,7,44,4,5,0,50
16586,21,0,0,1,1,20
16587,20,0,0,1,2,18
16588,11,66,4,5,0,77
16589,14,104,12,13,0,118
16590,16,9,5,6,10,16
16591,2,96,11,12,20,79
16592,4,37,7,8,1,39
16593,3,70,12,13,27,46
16594,4,79,11,12,33,51
16595,22,208,12,13,0,230
16596,14,110,13,14,10,113
16597,27,0,0,1,0,27
16598,11,0,0,1,4,6
16599,21,0,0,1,2,19
16600,10,0,0,1,1,9
16601,7,33,7,8,0,40
16603,16,0,0,1,0,16
16604,2,28,8,9,3,28
16605,3,66,10,11,12,57
16606,20,191,10,11,34,177
16607,1,0,0,1,0,1
16608,26,159,10,11,42,143
16609,16,16,3,4,8,24
16610,16,30,2,3,0,46
16611,2,34,2,3,4,32
16612,4,27,3,4,2,28
16613,1,101,17,18,39,63
16614,6,39,6,7,3,42
16615,23,90,13,14,25,88
16616,8,0,0,1,2,6
16617,21,0,0,1,1,20
16618,13,104,9,10,0,117
16619,8,43,12,13,19,32
16620,14,0,0,1,1,12
16621,17,0,0,1,0,17
16622,27,71,4,5,36,62
16623,10,36,5,6,6,40
16624,2,108,11,12,0,110
16625,12,51,5,6,0,63
16626,18,19,3,4,10,26
16627,18,0,0,1,3,15
16628,5,95,14,15,24,75
16629,7,0,0,1,0,7
16630,16,0,0,1,0,16
16631,11,0,0,1,0,11
16632,5,60,7,8,0,64
16633,3,8,1,2,7,4
16634,5,27,2,3,1,32
16635,1,75,11,12,3,73
16636,8,12,1,2,0,20
16637,8,0,0,1,1,7
16638,6,0,0,1,1,5
16639,10,16,6,7,8,18
16640,3,0,0,1,0,3
16641,2,123,8,9,40,85
16642,8,36,4,5,4,40
16643,8,24,6,7,3,29
16644,3,88,7,8,3,88
16645,17,27,2,3,10,34
16646,6,0,0,1,1,5
16647,12,0,0,1,0,12
16648,2,22,5,6,1,22
16649,14,10,1,2,2,22
16650,24,82,10,11,3,103
16651,7,0,0,1,1,6
16652,25,33,3,4,7,51
16653,22,106,4,5,24,104
16654,12,242,9,10,0,253
16655,8,36,5,6,0,44
16656,2,32,6,7,0,34
16657,10,0,0,1,2,9
16658,10,28,3,4,2,35
16659,10,9,1,2,0,19
16660,8,14,3,4,11,11
16661,18,66,4,5,0,84
16662,6,123,16,17,11,119
16664,4,62,7,8,1,64
16665,4,143,12,13,0,146
16666,11,6,1,2,2,15
16667,8,0,0,1,1,7
16668,14,6,3,4,3,17
16669,7,87,8,9,38,56
16670,9,0,0,1,0,9
16671,17,0,0,1,0,17
16672,17,0,0,1,1,15
16673,5,0,0,1,1,4
16674,2,0,0,1,1,1
16675,6,0,0,1,0,5
16676,14,0,0,1,1,13
16677,19,0,0,1,1,18
16678,7,0,0,1,0,7
16679,2,0,0,1,0,2
16680,10,65,4,5,9,66
16681,3,14,1,2,3,14
16682,19,28,3,4,0,47
16683,2,53,7,8,16,39
16684,18,43,4,5,22,39
16685,18,0,0,1,7,11
16686,10,0,0,1,2,7
16688,2,10,1,2,0,12
16689,23,13,1,2,5,31
16690,8,4,1,2,7,5
16691,2,0,0,1,0,2
16692,9,35,6,7,2,42
16693,2,27,5,6,8,21
16694,5,46,4,5,15,35
16695,14,46,4,5,4,56
16696,13,87,9,10,4,95
16697,22,0,0,1,0,22
16698,16,23,1,2,5,33
16699,23,221,13,14,0,244
16700,18,0,0,1,0,18
16701,13,0,0,1,7,6
16702,6,0,0,1,2,4
16703,11,0,0,1,1,10
16704,17,0,0,1,2,15
16705,17,0,0,1,0,17
16706,14,0,0,1,4,10
16707,8,0,0,1,2,5
16708,7,0,0,1,0,7
16709,11,0,0,1,2,9
16710,14,0,0,1,0,14
16711,9,0,0,1,1,8
16712,16,0,0,1,2,14
16714,27,0,0,1,0,27
16715,14,0,0,1,7,7
16716,9,0,0,1,4,5
16717,2,0,0,1,1,2
16718,25,0,0,1,0,24
16719,13,0,0,1,3,10
16720,9,0,0,1,4,5
16721,13,0,0,1,5,8
16722,3,0,0,1,1,2
16723,18,0,0,1,0,18
16724,16,0,0,1,3,13
16725,17,0,0,1,6,11
16726,14,0,0,1,2,12
16727,3,0,0,1,1,2
16728,12,0,0,1,0,12
16729,10,0,0,1,2,8
16730,8,0,0,1,4,5
16731,19,0,0,1,0,19
16732,11,0,0,1,0,11
16733,21,0,0,1,1,20
16734,5,0,0,1,1,4
16735,20,0,0,1,5,15
16736,3,0,0,1,0,3
16737,19,0,0,1,0,19
16738,18,0,0,1,3,14
16739,14,0,0,1,0,14
16740,3,0,0,1,1,3
16741,14,0,0,1,1,13
16742,10,0,0,1,0,10
16743,8,0,0,1,5,3
16744,8,0,0,1,1,7
16745,16,0,0,1,0,16
16746,2,0,0,1,0,2
16747,10,0,0,1,4,6
16748,11,0,0,1,3,8
16749,12,0,0,1,5,7
16750,26,0,0,1,0,26
16751,2,0,0,1,1,1
16752,21,0,0,1,0,21
16753,8,0,0,1,1,7
16754,20,0,0,1,1,19
16755,2,0,0,1,0,1
16756,21,0,0,1,4,17
16757,12,0,0,1,0,12
16758,11,0,0,1,3,8
16759,18,0,0,1,6,13
16760,19,0,0,1,0,19
16761,3,0,0,1,0,3
16762,2,0,0,1,0,2
16763,5,0,0,1,3,2
16764,12,0,0,1,3,10
16765,10,0,0,1,5,5
16766,7,0,0,1,2,5
16767,11,0,0,1,2,9
16768,21,0,0,1,0,21
16769,19,0,0,1,0,19
16770,5,0,0,1,2,2
16771,27,0,0,1,3,24
16772,18,0,0,1,0,18
16773,10,0,0,1,0,10
16775,9,0,0,1,0,9
16776,23,0,0,1,5,17
16777,8,0,0,1,0,8
16778,20,0,0,1,5,15
16779,9,0,0,1,3,7
16780,10,0,0,1,0,10
16781,19,0,0,1,7,12
16782,15,0,0,1,1,14
16783,14,0,0,1,5,9
16784,2,0,0,1,0,2
16785,16,0,0,1,13,3
16786,9,0,0,1,0,9
16787,3,0,0,1,1,2
16788,8,135,13,14,7,136
16789,11,0,0,1,0,11
16790,3,30,3,4,6,27
16791,13,25,2,3,0,38
16792,10,14,5,6,10,14
16793,11,52,5,6,10,53
16794,2,24,4,5,0,26
16795,2,41,5,6,14,29
16796,25,76,10,11,24,78
16797,20,77,6,7,0,98
16799,8,61,7,8,27,43
16800,7,44,4,5,0,51
16801,11,87,12,13,25,73
16802,10,0,0,1,3,7
16803,18,46,6,7,0,64
16804,1,0,0,1,0,1
16805,6,32,4,5,10,29
16806,10,47,5,6,13,44
16807,19,13,1,2,1,31
16808,19,80,9,10,9,90
16809,12,27,5,6,0,39
16810,1,17,3,4,3,15
16811,4,176,6,7,21,159
16812,9,39,4,5,0,48
16813,10,28,8,9,9,29
16814,32,18,4,5,18,32
16815,6,0,0,1,0,6
16816,30,34,4,5,0,63
16817,9,43,6,7,26,26
16818,27,23,6,7,18,32
16819,15,41,10,11,0,56
16820,7,17,4,5,1,23
16821,9,4,1,2,5,8
16822,29,46,3,4,0,75
16823,4,83,8,9,11,76
16825,1,30,4,5,10,22
16826,7,26,4,5,3,30
16827,14,97,10,11,0,110
16828,5,12,2,3,8,8
16829,11,74,9,10,17,68
16830,2,67,6,7,0,69
16831,8,0,0,1,0,8
16832,10,9,1,2,0,19
16833,7,25,3,4,7,25
16834,4,65,4,5,2,67
16835,13,45,3,4,11,47
16836,7,83,10,11,0,90
16837,3,88,8,9,0,91
16838,6,64,10,11,16,55
16839,12,8,1,2,0,21
16840,17,124,10,11,11,130
16841,2,60,7,8,17,45
16842,16,26,3,4,0,42
16843,8,52,10,11,0,60
16844,3,134,10,11,0,137
16845,2,0,0,1,1,2
16846,2,80,10,11,0,82
16847,13,40,5,6,0,53
16848,3,60,4,5,15,47
16849,8,23,2,3,2,29
16850,12,239,19,20,24,227
16851,1,19,6,7,1,19
16852,11,11,1,2,7,15
16853,13,152,13,14,27,138
16854,24,100,6,7,28,96
16855,9,47,6,7,8,47
16856,6,11,1,2,3,14
16857,7,86,6,7,0,93
16858,17,56,6,7,14,59
16859,14,45,7,8,10,49
16860,5,45,3,4,0,50
16861,33,0,0,1,9,24
16862,9,0,0,1,1,8
16863,22,99,10,11,31,90
16864,6,46,9,10,0,52
16865,12,0,0,1,3,9
16866,3,0,0,1,0,3
16867,10,39,7,8,5,45
16868,4,3,1,2,2,5
16869,2,0,0,1,1,1
16870,12,93,5,6,5,100
16871,13,76,6,7,6,83
16872,2,81,12,13,37,45
16873,15,7,1,2,0,21
16874,4,19,2,3,8,15
16875,2,10,2,3,0,12
16876,14,53,7,8,12,55
16877,9,8,1,2,4,13
16878,5,104,9,10,17,91
16879,18,73,9,10,16,75
16880,8,40,6,7,11,37
16881,7,53,6,7,7,53
16882,19,22,8,9,1,41
16883,14,52,6,7,18,48
16884,4,71,7,8,0,74
16886,4,125,9,10,18,111
16887,17,60,8,9,19,58
16888,1,32,4,5,2,31
16889,8,14,6,7,2,20
16890,5,268,10,11,0,273
16891,3,0,0,1,0,3
16892,13,0,0,1,0,13
16893,22,0,0,1,2,20
16894,14,73,14,15,42,45
16895,2,42,6,7,0,45
16896,14,0,0,1,1,13
16897,5,33,8,9,0,37
16898,21,25,3,4,12,34
16899,7,24,6,7,21,10
16900,7,42,12,13,21,28
16901,4,39,6,7,19,24
16902,10,82,8,9,23,69
16903,9,63,10,11,15,56
16904,5,0,0,1,0,5
16905,3,0,0,1,0,3
16906,19,38,4,5,16,42
16907,17,40,4,5,4,53
16908,19,30,4,5,0,50
16910,17,22,3,4,15,23
16911,8,28,7,8,8,28
16912,2,50,5,6,9,42
16913,2,4,1,2,0,7
16914,10,53,5,6,4,60
16915,10,75,8,9,1,83
16916,11,70,7,8,0,81
16917,12,32,3,4,10,33
16918,13,107,9,10,0,120
16919,4,30,2,3,0,34
16920,10,29,3,4,4,35
16921,6,79,11,12,22,63
16922,18,35,4,5,5,47
16923,23,148,16,17,31,139
16924,6,130,11,12,0,136
16925,12,29,3,4,0,40
16926,20,0,0,1,1,19
16927,4,213,13,14,27,191
16928,26,110,10,11,0,135
16929,6,74,7,8,23,57
16930,4,130,11,12,46,88
16931,10,17,4,5,0,28
16932,30,0,0,1,3,27
16933,6,27,3,4,2,31
16934,15,73,9,10,17,71
16936,14,207,12,13,57,163
16937,8,9,1,2,0,18
16938,10,19,1,2,3,26
16939,6,150,9,10,29,127
16940,8,12,1,2,3,16
16941,4,40,5,6,8,36
16942,20,41,4,5,0,61
16943,9,16,3,4,5,20
16944,14,88,7,8,8,95
16945,1,101,13,14,0,102
16946,5,94,13,14,9,89
16947,13,11,1,2,0,23
16948,31,109,4,5,16,124
16949,9,24,10,11,0,33
16950,10,220,12,13,0,229
16951,11,213,16,17,4,221
16952,22,28,6,7,0,50
16953,15,0,0,1,0,15
16954,7,4,1,2,4,7
16955,8,38,3,4,0,45
16956,11,0,0,1,0,11
16957,14,0,0,1,4,10
16958,4,0,0,1,1,4
16959,16,0,0,1,0,16
16960,3,8,4,5,9,2
16961,16,31,2,3,23,23
16962,8,52,6,7,3,58
16963,2,0,0,1,0,2
16964,1,31,6,7,9,24
16965,2,16,4,5,5,13
16966,10,42,6,7,21,31
16967,9,64,8,9,0,73
16968,7,0,0,1,3,4
16969,12,64,6,7,19,57
16970,20,232,17,18,33,219
16971,10,93,7,8,8,94
16972,11,49,4,5,13,48
16973,16,82,6,7,7,91
16974,10,11,4,5,4,17
16975,10,5,1,2,1,14
16976,2,83,6,7,13,73
16977,7,113,9,10,0,120
16978,4,8,1,2,2,10
16979,13,20,2,3,10,22
16980,16,119,7,8,37,98
16981,2,99,9,10,0,101
16982,2,0,0,1,1,1
16983,21,133,14,15,11,143
16984,12,9,2,3,0,21
16985,5,51,7,8,9,47
16986,13,15,1,2,0,28
16987,15,29,3,4,0,44
16988,5,13,1,2,0,18
16989,17,173,12,13,4,187
16990,2,21,4,5,3,20
16991,29,131,9,10,49,112
16992,14,19,3,4,0,33
16993,2,32,2,3,9,25
16994,8,0,0,1,2,6
16995,10,0,0,1,0,9
16997,12,0,0,1,0,12
16998,13,12,1,2,12,13
16999,11,102,8,9,16,97
17000,2,22,2,3,7,17
17001,5,182,16,17,0,188
17002,11,37,4,5,0,48
17003,8,29,3,4,1,36
17004,8,158,7,8,0,166
17005,2,23,7,8,0,25
17006,2,16,1,2,5,13
17007,2,119,10,11,28,93
17008,31,66,6,7,0,97
17009,11,0,0,1,0,11
17010,3,0,0,1,0,2
17011,5,58,9,10,8,55
17012,5,75,7,8,17,63
17013,4,75,10,11,9,70
17014,17,0,0,1,1,16
17015,15,62,6,7,11,67
17016,3,37,5,6,10,29
17017,20,22,7,8,0,42
17018,17,0,0,1,4,13
17019,4,45,6,7,15,34
17021,23,0,0,1,0,23
17022,18,49,11,12,0,66
17023,2,0,0,1,0,2
17024,18,162,12,13,1,179
17025,3,15,1,2,3,14
17026,12,86,10,11,0,98
17027,6,0,0,1,0,6
17028,18,81,8,9,18,81
17029,8,0,0,1,1,7
17030,8,75,12,13,10,73
17031,12,0,0,1,4,7
17032,14,24,8,9,0,38
17033,15,24,3,4,0,39
17034,4,97,11,12,13,87
17035,7,0,0,1,0,7
17036,3,29,2,3,1,31
17037,3,61,6,7,0,64
17038,13,69,5,6,19,62
17039,17,26,2,3,0,43
17040,10,12,2,3,3,19
17041,8,0,0,1,3,5
17042,19,109,7,8,0,127
17043,12,224,16,17,14,222
17044,8,91,9,10,0,99
17045,11,43,6,7,36,18
17047,5,20,3,4,3,22
17048,5,0,0,1,0,5
17049,6,44,7,8,37,12
17050,3,46,8,9,0,50
17051,14,51,3,4,26,38
17052,14,46,3,4,0,61
17053,19,0,0,1,0,19
17054,17,64,7,8,10,71
17055,19,86,5,6,0,105
17056,11,219,12,13,26,205
17057,10,66,7,8,34,42
17058,4,27,3,4,10,22
17059,6,26,3,4,9,24
17060,5,98,9,10,16,86
17061,2,0,0,1,1,1
17062,14,66,9,10,6,73
17063,9,80,4,5,0,89
17064,5,22,7,8,0,27
17065,2,65,4,5,2,65
17066,19,67,7,8,9,77
17067,2,30,6,7,0,32
17068,12,25,2,3,13,24
17069,7,16,7,8,7,16
17070,2,43,3,4,0,45
17071,5,16,3,4,10,12
17072,21,55,3,4,0,76
17073,2,23,7,8,10,15
17074,2,13,1,2,0,16
17075,10,0,0,1,2,8
17076,5,96,11,12,0,101
17077,5,0,0,1,0,5
17078,16,0,0,1,0,16
17079,7,14,1,2,0,21
17080,13,41,7,8,2,51
17081,7,43,7,8,0,50
17082,20,37,4,5,0,57
17083,14,22,1,2,0,37
17084,19,229,13,14,40,209
17085,4,20,3,4,3,21
17086,15,18,1,2,4,29
17087,2,0,0,1,1,1
17088,5,0,0,1,1,4
17089,9,250,16,17,0,259
17090,2,104,9,10,25,80
17091,41,76,12,13,6,111
17092,15,26,5,6,5,36
17093,14,0,0,1,4,11
17094,11,0,0,1,0,11
17095,13,0,0,1,0,13
17096,18,102,10,11,10,109
17097,7,12,3,4,2,17
17098,17,69,10,11,1,85
17099,9,46,6,7,38,17
17100,23,0,0,1,11,12
17101,3,65,6,7,0,68
17102,11,45,6,7,2,54
17103,14,0,0,1,4,9
17104,2,104,9,10,0,106
17105,10,86,9,10,8,88
17106,2,186,23,24,74,114
17108,11,95,6,7,0,107
17109,5,140,12,13,20,125
17110,19,0,0,1,1,17
17111,14,96,7,8,9,100
17112,2,0,0,1,0,2
17113,7,115,14,15,12,109
17114,6,34,3,4,0,40
17115,10,73,12,13,0,84
17116,6,11,1,2,0,16
17117,7,16,2,3,2,20
17118,2,107,8,9,8,101
17119,9,61,7,8,1,69
17120,11,123,10,11,45,88
17121,1,0,0,1,1,1
17122,29,67,9,10,0,96
17123,5,94,14,15,16,83
17124,8,47,5,6,19,35
17125,7,5,1,2,4,8
17126,19,9,1,2,0,28
17127,22,0,0,1,3,19
17128,6,21,6,7,7,21
17129,4,6,1,2,0,10
17130,30,0,0,1,1,30
17132,3,0,0,1,1,3
17133,2,54,7,8,0,56
17134,10,49,4,5,0,59
17135,11,56,9,10,1,66
17136,8,0,0,1,7,1
17137,6,16,3,4,9,13
17138,2,53,5,6,3,52
17139,2,14,3,4,3,14
17140,5,0,0,1,4,1
17141,18,0,0,1,2,17
17142,16,23,2,3,9,30
17143,7,160,12,13,46,121
17144,8,6,2,3,0,14
17145,6,12,1,2,0,18
17146,11,39,4,5,5,44
17147,17,83,12,13,22,78
17148,25,93,9,10,0,118
17149,11,75,8,9,0,86
17150,8,62,8,9,25,44
17151,9,8,1,2,0,17
17152,2,10,2,3,3,9
17153,2,14,3,4,9,6
17154,11,52,10,11,4,59
17155,19,83,13,14,41,60
17156,8,65,10,11,30,43
17158,4,0,0,1,1,3
17159,17,0,0,1,5,12
17160,19,80,10,11,5,94
17161,14,58,3,4,2,69
17162,21,0,0,1,6,15
17163,4,12,5,6,3,14
17164,20,37,4,5,7,50
17165,18,136,16,17,22,131
17166,6,26,3,4,0,32
17167,12,0,0,1,4,8
17168,9,109,17,18,6,112
17169,7,0,0,1,3,5
17170,17,40,4,5,9,48
17171,14,39,6,7,16,38
17172,11,72,7,8,8,75
17173,5,34,3,4,0,38
17174,25,80,6,7,18,87
17175,21,0,0,1,3,18
17176,15,59,7,8,0,75
17177,8,0,0,1,1,7
17178,10,7,1,2,7,9
17179,2,95,8,9,0,97
17180,11,63,8,9,3,72
17181,15,37,11,12,2,50
17182,15,13,2,3,12,16
17183,10,0,0,1,4,6
17184,13,0,0,1,4,8
17185,3,53,4,5,25,32
17186,13,156,12,13,3,166
17187,3,19,3,4,3,19
17188,16,59,6,7,0,74
17189,9,72,6,7,0,80
17190,9,146,14,15,10,146
17191,14,177,12,13,0,190
17192,23,0,0,1,5,18
17193,3,52,6,7,14,41
17194,17,31,6,7,0,48
17195,21,121,10,11,0,142
17196,3,7,2,3,0,11
17197,6,114,10,11,22,98
17198,17,127,9,10,54,90
17199,4,35,6,7,9,30
17200,7,0,0,1,3,5
17201,14,121,10,11,3,132
17202,2,50,5,6,2,50
17203,7,0,0,1,0,7
17204,14,71,5,6,31,53
17205,7,0,0,1,2,5
17206,17,12,1,2,12,17
17207,11,0,0,1,4,7
17208,11,0,0,1,0,11
17209,20,124,10,11,29,115
17210,6,0,0,1,0,6
17211,1,0,0,1,0,1
17212,12,0,0,1,0,12
17213,4,6,3,4,0,10
17214,8,54,5,6,0,62
17215,15,54,6,7,0,69
17216,2,22,3,4,4,20
17217,10,0,0,1,0,10
17219,12,0,0,1,0,12
17220,5,35,4,5,10,29
17221,27,33,6,7,18,42
17222,23,0,0,1,4,19
17223,2,132,8,9,4,130
17224,4,92,9,10,0,96
17225,6,91,9,10,7,90
17226,5,109,9,10,36,78
17227,17,0,0,1,5,12
17228,22,118,16,17,37,103
17229,11,31,6,7,16,26
17230,9,51,14,15,0,60
17231,19,170,9,10,51,139
17232,8,50,7,8,0,58
17233,34,24,4,5,33,25
17234,4,51,4,5,31,24
17235,2,141,12,13,20,124
17236,24,63,3,4,7,80
17237,8,67,7,8,23,51
17238,2,81,4,5,15,68
17239,2,46,8,9,7,41
17240,5,59,7,8,15,49
17241,14,104,6,7,20,97
17243,9,113,7,8,17,105
17244,16,50,4,5,0,65
17245,17,54,3,4,11,60
17246,13,55,8,9,17,51
17247,16,0,0,1,1,15
17248,18,83,7,8,25,76
17249,9,97,10,11,0,106
17250,18,76,10,11,0,94
17251,18,45,5,6,26,37
17252,19,0,0,1,7,12
17253,18,160,10,11,12,166
17254,30,71,6,7,24,77
17255,7,30,2,3,26,12
17256,14,105,10,11,11,108
17257,9,65,8,9,0,74
17258,6,8,1,2,5,9
17259,9,50,7,8,5,54
17260,3,31,1,2,1,32
17261,8,38,4,5,0,47
17262,2,71,12,13,5,68
17263,9,24,4,5,0,34
17264,15,95,7,8,20,89
17265,9,211,14,15,6,214
17266,14,7,3,4,0,21
17267,16,40,2,3,20,36
17269,8,19,6,7,18,10
17270,5,14,6,7,0,19
17271,7,60,7,8,7,61
17272,2,68,7,8,9,60
17273,19,21,2,3,14,27
17274,13,94,11,12,90,17
17275,15,31,3,4,1,44
17276,9,27,3,4,11,25
17277,3,31,3,4,2,32
17278,12,69,7,8,18,63
17279,7,0,0,1,2,6
17280,12,29,5,6,12,29
17281,7,157,14,15,82,81
17282,17,0,0,1,0,17
17283,16,36,4,5,0,52
17284,8,28,5,6,3,33
17285,21,5,2,3,0,25
17286,7,24,4,5,6,25
17287,3,92,10,11,13,82
17288,13,149,11,12,28,133
17289,22,69,5,6,18,73
17290,17,99,8,9,0,116
17291,8,4,1,2,1,11
17292,18,22,4,5,14,27
17293,7,23,2,3,0,29
17294,6,55,5,6,0,61
17295,8,127,13,14,0,135
17296,3,7,1,2,4,6
17297,13,0,0,1,2,11
17298,15,0,0,1,0,15
17299,14,0,0,1,1,13
17300,15,67,4,5,0,82
17301,2,34,6,7,6,30
17302,2,0,0,1,0,2
17303,4,11,4,5,2,13
17304,17,148,13,14,45,120
17305,2,63,4,5,0,65
17306,7,17,7,8,14,10
17307,6,0,0,1,1,5
17308,7,25,5,6,6,25
17309,2,0,0,1,0,2
17310,10,24,3,4,0,34
17311,17,78,6,7,17,78
17312,3,86,10,11,0,89
17313,18,209,16,17,1,226
17314,9,7,1,2,2,15
17315,13,5,2,3,6,13
17316,26,112,7,8,28,110
17317,22,29,2,3,6,45
17318,3,28,5,6,0,31
17319,5,8,1,2,1,13
17320,12,139,9,10,0,151
17321,9,27,7,8,0,35
17322,2,241,14,15,71,172
17323,8,8,1,2,3,14
17324,11,0,0,1,0,11
17325,4,9,2,3,2,12
17326,11,15,2,3,0,26
17327,3,22,3,4,1,24
17328,18,25,4,5,9,34
17330,8,72,6,7,0,80
17331,4,51,6,7,0,55
17332,3,33,4,5,7,28
17333,6,110,17,18,0,116
17334,2,28,4,5,0,29
17335,4,0,0,1,1,3
17336,10,17,3,4,8,19
17337,12,46,4,5,0,57
17338,20,0,0,1,0,20
17339,6,90,14,15,4,91
17340,10,16,1,2,4,22
17341,3,8,1,2,0,11
17342,9,14,2,3,0,22
17343,5,55,7,8,8,52
17344,8,67,7,8,41,34
17345,19,176,10,11,31,165
17346,4,23,13,14,9,18
17347,9,0,0,1,3,6
17348,6,67,7,8,37,36
17349,2,66,5,6,6,62
17350,2,180,9,10,27,156
17351,12,29,3,4,0,41
17352,23,19,4,5,5,37
17354,25,9,1,2,4,30
17355,6,54,4,5,8,51
17356,22,16,2,3,0,38
17357,10,67,6,7,8,69
17358,2,0,0,1,0,2
17359,14,42,6,7,5,52
17360,2,159,12,13,34,127
17361,2,13,2,3,0,15
17362,17,35,4,5,7,45
17363,8,24,5,6,0,32
17364,10,108,9,10,23,95
17365,1,0,0,1,0,1
17366,16,127,7,8,0,143
17367,15,43,4,5,23,36
17368,8,80,12,13,28,61
17369,10,45,9,10,6,49
17370,15,129,9,10,37,107
17371,5,0,0,1,1,4
17372,19,0,0,1,9,10
17373,19,54,9,10,42,31
17374,25,43,9,10,0,68
17375,5,0,0,1,0,5
17376,4,54,6,7,17,41
17377,9,97,8,9,20,86
17378,2,236,12,13,21,217
17380,11,113,10,11,36,88
17381,19,11,1,2,0,30
17382,5,112,11,12,31,86
17383,9,48,6,7,0,57
17384,7,32,5,6,7,32
17385,17,0,0,1,0,17
17386,5,16,4,5,6,15
17387,10,22,12,13,3,29
17388,7,0,0,1,1,5
17389,5,0,0,1,3,3
17390,6,25,3,4,17,14
17391,2,20,2,3,2,20
17392,7,42,4,5,1,47
17393,18,46,9,10,0,64
17394,17,63,10,11,27,53
17395,2,22,3,4,9,14
17396,11,30,3,4,0,41
17397,24,38,5,6,15,47
17398,3,28,4,5,18,13
17399,3,127,7,8,8,122
17400,14,26,3,4,17,23
17401,11,3,1,2,2,12
17402,13,54,4,5,15,52
17403,14,39,2,3,2,50
17404,18,11,2,3,0,29
17405,10,130,9,10,38,102
17406,13,10,5,6,7,15
17407,6,0,0,1,1,5
17408,8,53,6,7,0,60
17409,14,41,4,5,13,41
17410,5,0,0,1,0,4
17411,23,132,16,17,22,133
17412,8,42,4,5,1,50
17413,8,0,0,1,0,8
17414,8,103,7,8,0,111
17415,2,22,4,5,7,17
17416,7,95,8,9,21,82
17417,5,23,2,3,0,27
17418,15,28,3,4,0,43
17419,1,23,5,6,0,24
17420,37,67,7,8,22,81
17421,4,0,0,1,1,3
17422,7,29,2,3,0,36
17423,2,117,7,8,39,80
17424,13,231,12,13,2,242
17425,26,0,0,1,0,26
17426,15,80,8,9,0,95
17427,7,41,7,8,0,49
17428,7,0,0,1,0,7
17429,19,0,0,1,0,19
17430,41,52,16,17,14,79
17431,2,182,9,10,15,170
17432,2,58,10,11,10,50
17433,25,61,6,7,0,85
17434,13,0,0,1,0,13
17435,6,15,1,2,5,16
17436,13,0,0,1,6,7
17437,8,0,0,1,2,6
17438,6,105,6,7,3,107
17439,11,31,5,6,12,31
17441,10,16,4,5,1,25
17442,8,0,0,1,1,7
17443,8,5,2,3,4,10
17444,6,14,3,4,0,20
17445,10,0,0,1,6,3
17446,2,230,13,14,0,232
17447,4,41,5,6,9,37
17448,2,84,9,10,0,86
17449,4,47,5,6,2,48
17450,5,100,7,8,0,105
17451,18,67,9,10,0,86
17452,11,0,0,1,1,11
17453,15,33,3,4,15,34
17454,20,5,2,3,3,21
17455,10,20,6,7,0,30
17456,15,49,5,6,6,58
17457,20,0,0,1,0,19
17458,2,27,7,8,13,16
17459,6,0,0,1,0,6
17460,13,6,1,2,6,14
17461,13,88,7,8,0,101
17462,7,36,3,4,8,36
17463,13,8,3,4,0,21
17465,5,14,8,9,0,19
17466,12,37,3,4,4,45
17467,2,71,6,7,0,73
17468,24,25,1,2,0,49
17469,3,17,3,4,14,6
17470,16,0,0,1,4,12
17471,6,0,0,1,2,4
17472,2,4,1,2,1,4
17473,6,33,5,6,6,34
17474,6,40,6,7,0,46
17475,14,0,0,1,2,12
17476,2,92,12,13,20,74
17477,2,33,4,5,6,29
17478,15,83,8,9,11,87
17479,8,26,4,5,4,30
17480,6,0,0,1,3,4
17481,11,116,17,18,0,127
17482,3,0,0,1,0,3
17483,5,10,2,3,4,12
17484,8,48,7,8,5,51
17485,16,4,2,3,9,11
17486,22,8,2,3,0,30
17487,7,34,6,7,0,41
17488,13,12,5,6,1,24
17489,8,45,5,6,7,46
17491,7,0,0,1,1,6
17492,7,0,0,1,0,7
17493,15,89,8,9,0,105
17494,8,45,11,12,9,45
17495,25,77,6,7,0,102
17496,15,20,6,7,9,26
17497,9,167,13,14,0,176
17498,6,0,0,1,3,3
17499,2,0,0,1,0,2
17500,5,17,1,2,10,12
17501,8,64,8,9,0,72
17502,6,7,1,2,0,13
17503,3,0,0,1,1,2
17504,3,26,7,8,10,19
17505,8,36,4,5,4,39
17506,2,11,1,2,3,10
17507,14,127,16,17,21,119
17508,9,33,12,13,2,40
17509,12,0,0,1,0,12
17510,4,0,0,1,0,4
17511,25,47,5,6,18,53
17512,13,0,0,1,3,10
17513,7,2,1,2,5,4
17514,2,47,7,8,0,48
17515,19,81,13,14,34,67
17516,2,11,1,2,0,13
17517,5,63,4,5,10,58
17518,12,15,6,7,6,21
17519,14,35,3,4,11,37
17520,2,0,0,1,0,2
17521,13,98,14,15,14,97
17522,25,22,3,4,6,41
17523,10,94,10,11,0,104
17524,12,157,12,13,0,169
17525,23,0,0,1,5,18
17526,23,79,6,7,15,87
17527,5,27,3,4,0,32
17528,6,60,4,5,9,57
17529,8,25,3,4,0,34
17530,21,57,5,6,20,59
17531,9,0,0,1,2,7
17532,2,0,0,1,0,2
17533,2,80,11,12,32,50
17534,16,9,1,2,0,25
